Hospital,City,State,deathCause,deathRate
MERCY HOSPITAL ANDERSON,CINCINNATI,OH,heart attack,13.9
MERCY HOSPITAL ANDERSON,CINCINNATI,OH,heart failure,10.5
MERCY HOSPITAL ANDERSON,CINCINNATI,OH,pneumonia,11.9
SAMARITAN HOSPITAL - PEOPLES HOSPITAL,ASHLAND,OH,heart attack,16.5
SAMARITAN HOSPITAL - PEOPLES HOSPITAL,ASHLAND,OH,heart failure,13
SAMARITAN HOSPITAL - PEOPLES HOSPITAL,ASHLAND,OH,pneumonia,12.5
"UNIVERSITY HOSPITAL, INC",CINCINNATI,OH,heart attack,15
"UNIVERSITY HOSPITAL, INC",CINCINNATI,OH,heart failure,10.3
"UNIVERSITY HOSPITAL, INC",CINCINNATI,OH,pneumonia,11.1
RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH,heart attack,17.7
RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH,heart failure,12.2
RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH,pneumonia,12.9
SOUTHERN OHIO MEDICAL CENTER,PORTSMOUTH,OH,heart attack,15.6
SOUTHERN OHIO MEDICAL CENTER,PORTSMOUTH,OH,heart failure,11.6
SOUTHERN OHIO MEDICAL CENTER,PORTSMOUTH,OH,pneumonia,11
LIMA MEMORIAL HEALTH SYSTEM,LIMA,OH,heart attack,16.8
LIMA MEMORIAL HEALTH SYSTEM,LIMA,OH,heart failure,12.6
LIMA MEMORIAL HEALTH SYSTEM,LIMA,OH,pneumonia,11.6
UNION HOSPITAL,DOVER,OH,heart attack,16.9
UNION HOSPITAL,DOVER,OH,heart failure,9.4
UNION HOSPITAL,DOVER,OH,pneumonia,12.5
MARION GENERAL HOSPITAL,MARION,OH,heart attack,15.5
MARION GENERAL HOSPITAL,MARION,OH,heart failure,11.6
MARION GENERAL HOSPITAL,MARION,OH,pneumonia,12.1
MOUNT CARMEL ST ANN'S HOSPITAL,WESTERVILLE,OH,heart attack,17.3
MOUNT CARMEL ST ANN'S HOSPITAL,WESTERVILLE,OH,heart failure,12.6
MOUNT CARMEL ST ANN'S HOSPITAL,WESTERVILLE,OH,pneumonia,12.6
WILSON MEMORIAL HOSPITAL,SIDNEY,OH,heart attack,
WILSON MEMORIAL HOSPITAL,SIDNEY,OH,heart failure,14.5
WILSON MEMORIAL HOSPITAL,SIDNEY,OH,pneumonia,13
O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,heart attack,15.7
O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,heart failure,13.4
O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,pneumonia,12.3
"JEWISH HOSPITAL, LLC",CINCINNATI,OH,heart attack,12
"JEWISH HOSPITAL, LLC",CINCINNATI,OH,heart failure,9.8
"JEWISH HOSPITAL, LLC",CINCINNATI,OH,pneumonia,12.6
GRANT MEDICAL CENTER,COLUMBUS,OH,heart attack,18.4
GRANT MEDICAL CENTER,COLUMBUS,OH,heart failure,10.9
GRANT MEDICAL CENTER,COLUMBUS,OH,pneumonia,13.5
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,heart attack,15.5
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,heart failure,9.8
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,pneumonia,10.5
CLEVELAND-WADE PARK VA MEDICAL CENTER,CLEVELAND                     ,OH,heart attack,14
CLEVELAND-WADE PARK VA MEDICAL CENTER,CLEVELAND                     ,OH,heart failure,10.7
CLEVELAND-WADE PARK VA MEDICAL CENTER,CLEVELAND                     ,OH,pneumonia,11.3
SUMMA HEALTH SYSTEMS HOSPITALS,AKRON,OH,heart attack,17
SUMMA HEALTH SYSTEMS HOSPITALS,AKRON,OH,heart failure,12.9
SUMMA HEALTH SYSTEMS HOSPITALS,AKRON,OH,pneumonia,12.9
FIRELANDS REGIONAL MEDICAL CENTER,SANDUSKY,OH,heart attack,13.9
FIRELANDS REGIONAL MEDICAL CENTER,SANDUSKY,OH,heart failure,12.7
FIRELANDS REGIONAL MEDICAL CENTER,SANDUSKY,OH,pneumonia,13.8
GREENE MEMORIAL HOSPITAL,XENIA,OH,heart attack,16.4
GREENE MEMORIAL HOSPITAL,XENIA,OH,heart failure,10.7
GREENE MEMORIAL HOSPITAL,XENIA,OH,pneumonia,13.5
AKRON GENERAL MEDICAL CENTER,AKRON,OH,heart attack,17.4
AKRON GENERAL MEDICAL CENTER,AKRON,OH,heart failure,11.1
AKRON GENERAL MEDICAL CENTER,AKRON,OH,pneumonia,8.8
WOOD COUNTY HOSPITAL,BOWLING GREEN,OH,heart attack,
WOOD COUNTY HOSPITAL,BOWLING GREEN,OH,heart failure,13
WOOD COUNTY HOSPITAL,BOWLING GREEN,OH,pneumonia,14.6
GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,heart attack,15.2
GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,heart failure,10.5
GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,pneumonia,8.6
MOUNT CARMEL HEALTH,COLUMBUS,OH,heart attack,15.3
MOUNT CARMEL HEALTH,COLUMBUS,OH,heart failure,13.5
MOUNT CARMEL HEALTH,COLUMBUS,OH,pneumonia,14
WOOSTER COMMUNITY HOSPITAL,WOOSTER,OH,heart attack,15.9
WOOSTER COMMUNITY HOSPITAL,WOOSTER,OH,heart failure,11.1
WOOSTER COMMUNITY HOSPITAL,WOOSTER,OH,pneumonia,11.9
ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,OH,heart attack,14.6
ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,OH,heart failure,9.5
ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,OH,pneumonia,9.8
GENESIS HEALTHCARE SYSTEM,ZANESVILLE,OH,heart attack,15.1
GENESIS HEALTHCARE SYSTEM,ZANESVILLE,OH,heart failure,10.6
GENESIS HEALTHCARE SYSTEM,ZANESVILLE,OH,pneumonia,8.4
CINCINNATI VA MEDICAL CENTER,CINCINNATI                    ,OH,heart attack,14.1
CINCINNATI VA MEDICAL CENTER,CINCINNATI                    ,OH,heart failure,10.6
CINCINNATI VA MEDICAL CENTER,CINCINNATI                    ,OH,pneumonia,11.7
KNOX COMMUNITY HOSPITAL,MOUNT VERNON,OH,heart attack,16.4
KNOX COMMUNITY HOSPITAL,MOUNT VERNON,OH,heart failure,15.2
KNOX COMMUNITY HOSPITAL,MOUNT VERNON,OH,pneumonia,12.4
PARMA COMMUNITY GENERAL HOSPITAL,PARMA,OH,heart attack,16.8
PARMA COMMUNITY GENERAL HOSPITAL,PARMA,OH,heart failure,11.8
PARMA COMMUNITY GENERAL HOSPITAL,PARMA,OH,pneumonia,11.3
WAYNE HOSPITAL,GREENVILLE,OH,heart attack,
WAYNE HOSPITAL,GREENVILLE,OH,heart failure,11.2
WAYNE HOSPITAL,GREENVILLE,OH,pneumonia,11
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OXFORD,OH,heart attack,15.5
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OXFORD,OH,heart failure,10.7
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OXFORD,OH,pneumonia,11.5
UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,heart attack,14.9
UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,heart failure,10.7
UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,pneumonia,10.1
MIAMI VALLEY HOSPITAL,DAYTON,OH,heart attack,15.2
MIAMI VALLEY HOSPITAL,DAYTON,OH,heart failure,11.4
MIAMI VALLEY HOSPITAL,DAYTON,OH,pneumonia,9
GOOD SAMARITAN HOSPITAL,DAYTON,OH,heart attack,12.7
GOOD SAMARITAN HOSPITAL,DAYTON,OH,heart failure,9.6
GOOD SAMARITAN HOSPITAL,DAYTON,OH,pneumonia,10.9
HOLZER MEDICAL CENTER,GALLIPOLIS,OH,heart attack,18.6
HOLZER MEDICAL CENTER,GALLIPOLIS,OH,heart failure,10.3
HOLZER MEDICAL CENTER,GALLIPOLIS,OH,pneumonia,10.8
TRUMBULL MEMORIAL HOSPITAL,WARREN,OH,heart attack,14.3
TRUMBULL MEMORIAL HOSPITAL,WARREN,OH,heart failure,9.4
TRUMBULL MEMORIAL HOSPITAL,WARREN,OH,pneumonia,9.9
MERCY HOSPITAL FAIRFIELD,FAIRFIELD,OH,heart attack,14.8
MERCY HOSPITAL FAIRFIELD,FAIRFIELD,OH,heart failure,12.1
MERCY HOSPITAL FAIRFIELD,FAIRFIELD,OH,pneumonia,12.4
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,heart attack,16.5
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,heart failure,13.1
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,pneumonia,11.1
METRO HEALTH MEDICAL CENTER,CLEVELAND,OH,heart attack,14.7
METRO HEALTH MEDICAL CENTER,CLEVELAND,OH,heart failure,10.3
METRO HEALTH MEDICAL CENTER,CLEVELAND,OH,pneumonia,11.2
ST ELIZABETH HEALTH CENTER,YOUNGSTOWN,OH,heart attack,15.3
ST ELIZABETH HEALTH CENTER,YOUNGSTOWN,OH,heart failure,10
ST ELIZABETH HEALTH CENTER,YOUNGSTOWN,OH,pneumonia,11.7
FISHER-TITUS HOSPITAL,NORWALK,OH,heart attack,15.2
FISHER-TITUS HOSPITAL,NORWALK,OH,heart failure,12.7
FISHER-TITUS HOSPITAL,NORWALK,OH,pneumonia,11
ST RITA'S MEDICAL CENTER,LIMA,OH,heart attack,15.4
ST RITA'S MEDICAL CENTER,LIMA,OH,heart failure,14.7
ST RITA'S MEDICAL CENTER,LIMA,OH,pneumonia,14.5
TOLEDO HOSPITAL THE,TOLEDO,OH,heart attack,14.3
TOLEDO HOSPITAL THE,TOLEDO,OH,heart failure,10.5
TOLEDO HOSPITAL THE,TOLEDO,OH,pneumonia,10.1
MERCY MEDICAL CENTER,CANTON,OH,heart attack,15.7
MERCY MEDICAL CENTER,CANTON,OH,heart failure,10.8
MERCY MEDICAL CENTER,CANTON,OH,pneumonia,10.8
VAN WERT COUNTY HOSPITAL,VAN WERT,OH,heart attack,16.5
VAN WERT COUNTY HOSPITAL,VAN WERT,OH,heart failure,12.3
VAN WERT COUNTY HOSPITAL,VAN WERT,OH,pneumonia,12.6
FAIRFIELD MEDICAL CENTER,LANCASTER,OH,heart attack,15.9
FAIRFIELD MEDICAL CENTER,LANCASTER,OH,heart failure,13.9
FAIRFIELD MEDICAL CENTER,LANCASTER,OH,pneumonia,10.7
FLOWER HOSPITAL,SYLVANIA,OH,heart attack,15
FLOWER HOSPITAL,SYLVANIA,OH,heart failure,9.6
FLOWER HOSPITAL,SYLVANIA,OH,pneumonia,9.9
UHHS RICHMOND HEIGHTS HOSPITAL,RICHMOND HEIGHTS,OH,heart attack,12.2
UHHS RICHMOND HEIGHTS HOSPITAL,RICHMOND HEIGHTS,OH,heart failure,10.8
UHHS RICHMOND HEIGHTS HOSPITAL,RICHMOND HEIGHTS,OH,pneumonia,10.8
ATRIUM MEDICAL CENTER,FRANKLIN,OH,heart attack,17.2
ATRIUM MEDICAL CENTER,FRANKLIN,OH,heart failure,11.8
ATRIUM MEDICAL CENTER,FRANKLIN,OH,pneumonia,12.7
FAIRVIEW HOSPITAL,CLEVELAND,OH,heart attack,13.5
FAIRVIEW HOSPITAL,CLEVELAND,OH,heart failure,7.9
FAIRVIEW HOSPITAL,CLEVELAND,OH,pneumonia,10.5
ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,heart attack,13.8
ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,heart failure,13.2
ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,pneumonia,11.5
KETTERING MEDICAL CENTER,KETTERING,OH,heart attack,12.9
KETTERING MEDICAL CENTER,KETTERING,OH,heart failure,13.7
KETTERING MEDICAL CENTER,KETTERING,OH,pneumonia,12.3
DAYTON VA MEDICAL CENTER,DAYTON                        ,OH,heart attack,16.4
DAYTON VA MEDICAL CENTER,DAYTON                        ,OH,heart failure,10.9
DAYTON VA MEDICAL CENTER,DAYTON                        ,OH,pneumonia,11.6
EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,heart attack,18
EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,heart failure,13.7
EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,pneumonia,13.5
MERCY ST CHARLES HOSPITAL,OREGON,OH,heart attack,16.4
MERCY ST CHARLES HOSPITAL,OREGON,OH,heart failure,10.8
MERCY ST CHARLES HOSPITAL,OREGON,OH,pneumonia,10.3
EUCLID HOSPITAL,EUCLID,OH,heart attack,16.4
EUCLID HOSPITAL,EUCLID,OH,heart failure,9.8
EUCLID HOSPITAL,EUCLID,OH,pneumonia,13.9
AULTMAN HOSPITAL,CANTON,OH,heart attack,16
AULTMAN HOSPITAL,CANTON,OH,heart failure,12.6
AULTMAN HOSPITAL,CANTON,OH,pneumonia,10.5
OHIO STATE UNIVERSITY HOSPITALS,COLUMBUS,OH,heart attack,13.2
OHIO STATE UNIVERSITY HOSPITALS,COLUMBUS,OH,heart failure,10
OHIO STATE UNIVERSITY HOSPITALS,COLUMBUS,OH,pneumonia,9.2
SPRINGFIELD REGIONAL MEDICAL CENTER,SPRINGFIELD,OH,heart attack,18.8
SPRINGFIELD REGIONAL MEDICAL CENTER,SPRINGFIELD,OH,heart failure,12.5
SPRINGFIELD REGIONAL MEDICAL CENTER,SPRINGFIELD,OH,pneumonia,14.3
LUTHERAN HOSPITAL,CLEVELAND,OH,heart attack,17.4
LUTHERAN HOSPITAL,CLEVELAND,OH,heart failure,11.8
LUTHERAN HOSPITAL,CLEVELAND,OH,pneumonia,11.3
MERCY TIFFIN HOSPITAL,TIFFIN,OH,heart attack,
MERCY TIFFIN HOSPITAL,TIFFIN,OH,heart failure,11.7
MERCY TIFFIN HOSPITAL,TIFFIN,OH,pneumonia,11.4
CHILLICOTHE VA MEDICAL CENTER,CHILLICOTHE                   ,OH,heart attack,
CHILLICOTHE VA MEDICAL CENTER,CHILLICOTHE                   ,OH,heart failure,10.3
CHILLICOTHE VA MEDICAL CENTER,CHILLICOTHE                   ,OH,pneumonia,10.4
ST LUKE'S HOSPITAL,MAUMEE,OH,heart attack,16.2
ST LUKE'S HOSPITAL,MAUMEE,OH,heart failure,12.8
ST LUKE'S HOSPITAL,MAUMEE,OH,pneumonia,9.6
MEDINA HOSPITAL,MEDINA,OH,heart attack,15.6
MEDINA HOSPITAL,MEDINA,OH,heart failure,12.8
MEDINA HOSPITAL,MEDINA,OH,pneumonia,11.6
MEMORIAL HOSPITAL OF UNION COUNTY,MARYSVILLE,OH,heart attack,
MEMORIAL HOSPITAL OF UNION COUNTY,MARYSVILLE,OH,heart failure,11.8
MEMORIAL HOSPITAL OF UNION COUNTY,MARYSVILLE,OH,pneumonia,12.3
BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,heart attack,15.5
BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,heart failure,14.4
BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,pneumonia,13.9
EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OH,heart attack,15.8
EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OH,heart failure,11.8
EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OH,pneumonia,15.3
LAKE HEALTH,CONCORD,OH,heart attack,14.4
LAKE HEALTH,CONCORD,OH,heart failure,10.9
LAKE HEALTH,CONCORD,OH,pneumonia,10.5
BELLEVUE HOSPITAL,BELLEVUE,OH,heart attack,15.1
BELLEVUE HOSPITAL,BELLEVUE,OH,heart failure,11.6
BELLEVUE HOSPITAL,BELLEVUE,OH,pneumonia,13.9
COSHOCTON COUNTY MEMORIAL HOSPITAL,COSHOCTON,OH,heart attack,
COSHOCTON COUNTY MEMORIAL HOSPITAL,COSHOCTON,OH,heart failure,16.3
COSHOCTON COUNTY MEMORIAL HOSPITAL,COSHOCTON,OH,pneumonia,18
MERCY ST VINCENT MEDICAL CENTER,TOLEDO,OH,heart attack,16.2
MERCY ST VINCENT MEDICAL CENTER,TOLEDO,OH,heart failure,9.7
MERCY ST VINCENT MEDICAL CENTER,TOLEDO,OH,pneumonia,12.1
MERCY FRANCISCAN HOSPITAL WESTERN HILLS,CINCINNATI,OH,heart attack,19.2
MERCY FRANCISCAN HOSPITAL WESTERN HILLS,CINCINNATI,OH,heart failure,10.8
MERCY FRANCISCAN HOSPITAL WESTERN HILLS,CINCINNATI,OH,pneumonia,11.5
UHHS BEDFORD MEDICAL CENTER,BEDFORD,OH,heart attack,15.2
UHHS BEDFORD MEDICAL CENTER,BEDFORD,OH,heart failure,12.1
UHHS BEDFORD MEDICAL CENTER,BEDFORD,OH,pneumonia,11.2
SOUTHWEST REGIONAL MEDICAL CENTER,GEORGETOWN,OH,heart attack,
SOUTHWEST REGIONAL MEDICAL CENTER,GEORGETOWN,OH,heart failure,10.6
SOUTHWEST REGIONAL MEDICAL CENTER,GEORGETOWN,OH,pneumonia,11
MEDCENTRAL HEALTH SYSTEM,MANSFIELD,OH,heart attack,17.2
MEDCENTRAL HEALTH SYSTEM,MANSFIELD,OH,heart failure,12.4
MEDCENTRAL HEALTH SYSTEM,MANSFIELD,OH,pneumonia,12.7
COMMUNITY HOSPITALS AND WELLNESS CENTERS,BRYAN,OH,heart attack,15.7
COMMUNITY HOSPITALS AND WELLNESS CENTERS,BRYAN,OH,heart failure,12.9
COMMUNITY HOSPITALS AND WELLNESS CENTERS,BRYAN,OH,pneumonia,15
ST JOHN MEDICAL CENTER,WESTLAKE,OH,heart attack,13.9
ST JOHN MEDICAL CENTER,WESTLAKE,OH,heart failure,8.8
ST JOHN MEDICAL CENTER,WESTLAKE,OH,pneumonia,10.3
ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,heart attack,14
ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,heart failure,9.2
ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,pneumonia,11.6
ALLIANCE COMMUNITY HOSPITAL,ALLIANCE,OH,heart attack,15.2
ALLIANCE COMMUNITY HOSPITAL,ALLIANCE,OH,heart failure,11.6
ALLIANCE COMMUNITY HOSPITAL,ALLIANCE,OH,pneumonia,9.6
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,HAMILTON,OH,heart attack,15.8
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,HAMILTON,OH,heart failure,10.2
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,HAMILTON,OH,pneumonia,12.9
GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,heart attack,14.1
GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,heart failure,9.8
GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,pneumonia,7.7
GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,heart attack,14.4
GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,heart failure,10.5
GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,pneumonia,11.3
UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,OH,heart attack,15.4
UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,OH,heart failure,9.1
UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,OH,pneumonia,9.5
NORTHSIDE MEDICAL CENTER,YOUNGSTOWN,OH,heart attack,14.3
NORTHSIDE MEDICAL CENTER,YOUNGSTOWN,OH,heart failure,10
NORTHSIDE MEDICAL CENTER,YOUNGSTOWN,OH,pneumonia,10.9
MARYMOUNT HOSPITAL,GARFIELD HEIGHTS,OH,heart attack,14.2
MARYMOUNT HOSPITAL,GARFIELD HEIGHTS,OH,heart failure,9.4
MARYMOUNT HOSPITAL,GARFIELD HEIGHTS,OH,pneumonia,10.8
SOUTH POINTE HOSPITAL,WARRENSVILLE HEIGHTS,OH,heart attack,13.3
SOUTH POINTE HOSPITAL,WARRENSVILLE HEIGHTS,OH,heart failure,8.9
SOUTH POINTE HOSPITAL,WARRENSVILLE HEIGHTS,OH,pneumonia,10
EMH REGIONAL MEDICAL CENTER,ELYRIA,OH,heart attack,12.4
EMH REGIONAL MEDICAL CENTER,ELYRIA,OH,heart failure,10.2
EMH REGIONAL MEDICAL CENTER,ELYRIA,OH,pneumonia,10.9
MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,heart attack,15
MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,heart failure,11.4
MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,pneumonia,12.2
POMERENE HOSPITAL,MILLERSBURG,OH,heart attack,
POMERENE HOSPITAL,MILLERSBURG,OH,heart failure,11
POMERENE HOSPITAL,MILLERSBURG,OH,pneumonia,11.3
SUMMA WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,OH,heart attack,
SUMMA WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,OH,heart failure,13.5
SUMMA WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,OH,pneumonia,12.3
AFFINITY MEDICAL CENTER,MASSILLON,OH,heart attack,17.7
AFFINITY MEDICAL CENTER,MASSILLON,OH,heart failure,10.2
AFFINITY MEDICAL CENTER,MASSILLON,OH,pneumonia,11.3
DOCTORS HOSPITAL,COLUMBUS,OH,heart attack,15
DOCTORS HOSPITAL,COLUMBUS,OH,heart failure,10.8
DOCTORS HOSPITAL,COLUMBUS,OH,pneumonia,12.3
BELMONT COMMUNITY HOSPITAL,BELLAIRE,OH,heart attack,16.6
BELMONT COMMUNITY HOSPITAL,BELLAIRE,OH,heart failure,10.8
BELMONT COMMUNITY HOSPITAL,BELLAIRE,OH,pneumonia,11.1
SOUTHWEST GENERAL HEALTH CENTER,MIDDLEBURG HEIGHTS,OH,heart attack,13.4
SOUTHWEST GENERAL HEALTH CENTER,MIDDLEBURG HEIGHTS,OH,heart failure,10.7
SOUTHWEST GENERAL HEALTH CENTER,MIDDLEBURG HEIGHTS,OH,pneumonia,9.7
MEMORIAL HOSPITAL,FREMONT,OH,heart attack,14.8
MEMORIAL HOSPITAL,FREMONT,OH,heart failure,11.8
MEMORIAL HOSPITAL,FREMONT,OH,pneumonia,9.3
ADENA REGIONAL MEDICAL CENTER,CHILLICOTHE,OH,heart attack,15.3
ADENA REGIONAL MEDICAL CENTER,CHILLICOTHE,OH,heart failure,11
ADENA REGIONAL MEDICAL CENTER,CHILLICOTHE,OH,pneumonia,12.3
ST JOSEPH HEALTH CENTER,WARREN,OH,heart attack,15.5
ST JOSEPH HEALTH CENTER,WARREN,OH,heart failure,10.7
ST JOSEPH HEALTH CENTER,WARREN,OH,pneumonia,9.1
CHRIST HOSPITAL,CINCINNATI,OH,heart attack,14.3
CHRIST HOSPITAL,CINCINNATI,OH,heart failure,9.8
CHRIST HOSPITAL,CINCINNATI,OH,pneumonia,9.5
BERGER HOSPITAL,CIRCLEVILLE,OH,heart attack,
BERGER HOSPITAL,CIRCLEVILLE,OH,heart failure,12.2
BERGER HOSPITAL,CIRCLEVILLE,OH,pneumonia,10.4
MERCY REGIONAL MEDICAL CENTER,LORAIN,OH,heart attack,13
MERCY REGIONAL MEDICAL CENTER,LORAIN,OH,heart failure,11.6
MERCY REGIONAL MEDICAL CENTER,LORAIN,OH,pneumonia,10.5
UPPER VALLEY MEDICAL CENTER,TROY,OH,heart attack,16.3
UPPER VALLEY MEDICAL CENTER,TROY,OH,heart failure,11.5
UPPER VALLEY MEDICAL CENTER,TROY,OH,pneumonia,9.9
CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,heart attack,14.3
CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,heart failure,13.6
CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,pneumonia,12.3
BETHESDA NORTH,CINCINNATI,OH,heart attack,14
BETHESDA NORTH,CINCINNATI,OH,heart failure,11.4
BETHESDA NORTH,CINCINNATI,OH,pneumonia,11.9
CLEVELAND CLINIC,CLEVELAND,OH,heart attack,15
CLEVELAND CLINIC,CLEVELAND,OH,heart failure,9.2
CLEVELAND CLINIC,CLEVELAND,OH,pneumonia,12.1
SALEM COMMUNITY HOSPITAL,SALEM,OH,heart attack,14.6
SALEM COMMUNITY HOSPITAL,SALEM,OH,heart failure,13.6
SALEM COMMUNITY HOSPITAL,SALEM,OH,pneumonia,10.1
MADISON COUNTY HOSPITAL INC,LONDON,OH,heart attack,
MADISON COUNTY HOSPITAL INC,LONDON,OH,heart failure,13.5
MADISON COUNTY HOSPITAL INC,LONDON,OH,pneumonia,13
UH GEAUGA MEDICAL CENTER,CHARDON,OH,heart attack,13.1
UH GEAUGA MEDICAL CENTER,CHARDON,OH,heart failure,10.8
UH GEAUGA MEDICAL CENTER,CHARDON,OH,pneumonia,11.8
SUMMA WADSWORTH-RITTMAN HOSPITAL,WADSWORTH,OH,heart attack,
SUMMA WADSWORTH-RITTMAN HOSPITAL,WADSWORTH,OH,heart failure,11
SUMMA WADSWORTH-RITTMAN HOSPITAL,WADSWORTH,OH,pneumonia,11.7
MARY RUTAN HOSPITAL,BELLEFONTAINE,OH,heart attack,13.5
MARY RUTAN HOSPITAL,BELLEFONTAINE,OH,heart failure,11.9
MARY RUTAN HOSPITAL,BELLEFONTAINE,OH,pneumonia,11.9
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,heart attack,15.8
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,heart failure,11.8
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,pneumonia,12.9
GRADY MEMORIAL HOSPITAL,DELAWARE,OH,heart attack,15.2
GRADY MEMORIAL HOSPITAL,DELAWARE,OH,heart failure,13.2
GRADY MEMORIAL HOSPITAL,DELAWARE,OH,pneumonia,9.2
TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,heart attack,15.7
TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,heart failure,10.5
TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,pneumonia,12.3
LAKEWOOD HOSPITAL,LAKEWOOD,OH,heart attack,16.1
LAKEWOOD HOSPITAL,LAKEWOOD,OH,heart failure,8.8
LAKEWOOD HOSPITAL,LAKEWOOD,OH,pneumonia,11.9
LICKING MEMORIAL HOSPITAL,NEWARK,OH,heart attack,14.8
LICKING MEMORIAL HOSPITAL,NEWARK,OH,heart failure,11.6
LICKING MEMORIAL HOSPITAL,NEWARK,OH,pneumonia,13
HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,heart attack,15.6
HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,heart failure,9.5
HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,pneumonia,9.1
MERCY FRANCISCAN HOSPITAL - MT AIRY,CINCINNATI,OH,heart attack,15.6
MERCY FRANCISCAN HOSPITAL - MT AIRY,CINCINNATI,OH,heart failure,12.6
MERCY FRANCISCAN HOSPITAL - MT AIRY,CINCINNATI,OH,pneumonia,14.7
MERCY HOSPITAL CLERMONT,BATAVIA,OH,heart attack,15.3
MERCY HOSPITAL CLERMONT,BATAVIA,OH,heart failure,13.3
MERCY HOSPITAL CLERMONT,BATAVIA,OH,pneumonia,12
KETTERING MEDICAL CENTER - SYCAMORE,MIAMISBURG,OH,heart attack,16.6
